districtid,weekid,neighborhoodzscore,statezscore
256,12,-0.72,-0.44
256,13,-0.6,-0.34
256,14,-1.81,-0.83
256,15,-0.53,-0.42
256,16,-1.51,-0.42
256,17,-1.72,-0.43
256,18,-1.53,-0.38
256,19,-1.17,-0.41
256,20,-0.51,-0.25
256,21,-0.59,-0.41
256,22,0.05,-0.22
256,23,-0.67,-0.55
256,24,-0.74,-0.48
256,25,-0.69,-0.34
257,1,0,0
257,2,0,0
257,3,0,0
257,4,0,0
257,5,0,0
257,6,0,0
257,7,-0.5,-0.23
257,8,-0.52,-0.3
257,9,-0.66,-0.5
257,10,-0.54,-0.59
257,11,-0.72,-0.59
257,12,-0.69,-0.47
257,13,-0.56,-0.18
257,14,0.32,1.39
257,15,2.83,2.61
257,16,-0.08,0.99
257,17,-0.8,-0.29
257,18,-0.61,-0.29
257,19,0.18,-0.05
257,20,0.14,-0.17
257,21,0.35,-0.21
257,22,1.39,0.14
257,23,1.74,0.22
257,24,-1.01,-0.57
257,25,-0.26,-0.38
258,1,0,0
258,2,0,0
258,3,0,0
258,4,0,0
258,5,0,0
258,6,0,0
258,7,-0.53,-0.25
258,8,-0.4,-0.27
258,9,-0.36,-0.28
258,10,-0.45,-0.26
258,11,-0.24,-0.29
258,12,-0.14,-0.27
258,13,-0.25,-0.29
258,14,-0.32,-0.32
258,15,0.32,-0.2
258,16,-0.19,-0.32
258,17,-0.45,-0.36
258,18,-0.35,-0.36
258,19,-0.3,-0.34
258,20,-0.17,-0.32
258,21,-0.27,-0.36
258,22,-0.18,-0.35
258,23,-0.22,-0.35
258,24,-0.31,-0.37
258,25,-0.15,-0.38
259,1,0,0
259,2,0,0
259,3,-0.71,0
259,4,-0.71,0
259,5,-0.71,0
259,6,-0.7,0
259,7,-0.71,0
259,8,-0.71,0
259,9,-0.71,0
259,10,-0.71,0
259,11,-0.67,5.75
259,12,-0.77,-1.29
259,13,-0.67,8.29
259,14,-0.74,-1.55
259,15,-0.73,0.88
259,16,-0.72,0.4
259,17,-0.7,2.62
259,18,-0.67,11.03
259,19,-0.69,3.24
259,20,-0.67,4.96
259,21,-0.63,16.73
259,22,-0.69,2.69
259,23,-0.7,2.88
259,24,-0.72,0.17
259,25,-0.71,1.69
260,1,0,0
260,2,0,0
260,3,0,0
260,4,0,0
260,5,0,0
260,6,0,0
260,7,-0.51,-0.2
260,8,1.95,-0.23
260,9,0.11,-0.2
260,10,-0.37,-0.2
260,11,-0.49,-0.22
260,12,0.31,-0.19
260,13,0.52,-0.18
260,14,0.07,-0.2
260,15,-0.54,-0.25
260,16,-0.33,-0.22
260,17,-0.64,-0.39
260,18,0.03,-0.12
260,19,-0.17,-0.29
260,20,-0.09,-0.31
260,21,0.2,-0.14
260,22,0.23,-0.13
260,23,0.54,-0.13
260,24,0.66,-0.24
260,25,1.0,-0.24
261,1,0,0
261,2,0,0
261,3,0,0
261,4,0,0
261,5,0,0
261,6,0,0
261,7,-0.48,-0.26
261,8,-0.58,-0.32
261,9,-0.42,-0.28
261,10,-0.04,-0.27
261,11,-0.39,-0.25
261,12,-0.17,-0.27
261,13,-0.93,-0.4
261,14,-0.63,-0.37
261,15,-0.53,-0.45
261,16,-0.58,-0.46
261,17,-0.55,-0.51
261,18,-0.58,-0.56
261,19,-0.69,-0.55
261,20,-0.51,-0.5
261,21,-0.42,-0.45
261,22,-0.33,-0.39
261,23,-0.55,-0.56
261,24,-0.65,-0.56
261,25,-0.66,-0.47
262,1,0,0
262,2,0,0
262,3,0,0
262,4,0,0
262,5,0,0
262,6,0,0
262,7,0,0
262,8,0,-1.0
262,9,0,0
262,10,0,-1.0
262,11,0,0
262,12,0,-1.0
262,13,0,-1.67
262,14,0,-11.0
262,15,0,-8.6
262,16,0,-74.0
262,17,0,-2.22
262,18,0,-8.87
262,19,0,-17.17
262,20,0,-25.75
262,21,0,-20.2
262,22,0,-20.45
262,23,0,-2.72
262,24,0,-1.31
262,25,0,-6.62
263,1,0,0
263,2,0,0
263,3,0,0
263,4,0,0
263,5,0,0
263,6,0,0
263,7,-0.45,-0.6
263,8,-0.59,-0.96
263,9,-1.01,-0.66
263,10,-0.69,-0.78
263,11,-1.3,-1.27
263,12,-0.49,-0.65
263,13,-0.44,-0.79
263,14,-0.72,-0.99
263,15,-0.96,-0.87
263,16,-0.31,-0.73
263,17,0.22,-0.54
263,18,-0.48,-0.59
263,19,-0.27,-0.57
263,20,-0.27,-0.47
263,21,-1.19,-0.84
263,22,-0.67,-0.84
263,23,-0.51,-0.74
263,24,-0.61,-0.68
263,25,-0.98,-0.5
264,1,0,0
264,2,0,0
264,3,0,0
264,4,0,0
264,5,0,0
264,6,0,0
264,7,-1.22,-0.25
264,8,0.38,0.07
264,9,-0.47,-0.54
264,10,-0.6,-0.91
264,11,-0.69,-0.66
264,12,-0.49,-0.7
264,13,-1.38,-1.05
264,14,-0.72,-0.59
264,15,-0.9,-0.76
264,16,-0.15,-0.44
264,17,-1.0,-0.88
264,18,-0.78,-0.73
264,19,-1.77,-0.6
264,20,-0.58,-0.51
264,21,-1.16,-0.66
264,22,-0.86,-0.71
264,23,-0.81,-0.57
264,24,-0.22,-0.51
264,25,1.08,-0.4
265,1,0,0
265,2,0,0
265,3,0,0
265,4,0,0
265,5,0,0
265,6,0,0
265,7,-0.96,-0.37
265,8,-0.85,-0.4
265,9,-0.21,-0.07
265,10,7.23,3.93
265,11,0.52,-0.21
265,12,0.38,-0.41
265,13,0.89,-0.49
265,14,0.26,-0.52
265,15,0.33,-0.54
265,16,0.12,-0.56
265,17,-0.05,-0.61
265,18,-0.15,-0.62
265,19,-0.08,-0.56
265,20,-0.54,-0.67
265,21,0.35,-0.49
265,22,-0.06,-0.66
265,23,-0.2,-0.67
265,24,0.42,-0.42
265,25,1.02,-0.34
266,1,0,0
266,2,0,0
266,3,0,0
266,4,0,0
266,5,0,0
266,6,0,0
266,7,0,-0.2
266,8,22.0,7.53
266,9,-0.5,-0.3
266,10,-0.88,-0.87
266,11,-1.62,-0.54
266,12,-0.2,-0.31
266,13,0.22,0.47
266,14,0.13,0.5
266,15,0.18,0.93
266,16,-0.19,0.61
266,17,-0.44,-0.17
266,18,-0.05,0.76
266,19,-0.0,0.8
266,20,0.01,0.93
266,21,0.15,1.14
266,22,0.05,0.99
266,23,0.3,1.48
266,24,0.1,1.04
266,25,0.02,0.99
267,1,0,0
267,2,0,0
267,3,0,0
267,4,0,0
267,5,0,0
267,6,0,0
267,7,-1.21,-0.63
267,8,1.16,0.48
267,9,-0.49,-0.78
267,10,1.31,0.55
267,11,2.65,0.26
267,12,3.31,-0.15
267,13,-1.36,-1.05
267,14,-0.69,-0.26
267,15,-0.82,-0.9
267,16,-0.11,0.01
267,17,-0.04,-0.12
267,18,0.27,0.06
267,19,0.54,-0.02
267,20,-0.01,-0.14
267,21,1.87,0.6
267,22,2.46,0.98
267,23,1.83,1.38
267,24,0.95,0.63
267,25,0.85,0.64
268,1,0,0
268,2,0,0
268,3,0,0
268,4,0,0
268,5,0,0
268,6,0,0
268,7,0,0
268,8,0,-0.33
268,9,0,0
268,10,-0.58,-0.33
268,11,-1.41,-0.7
268,12,-0.57,-0.75
268,13,0,-0.65
268,14,0,0.33
268,15,0,-0.61
268,16,-0.57,-0.59
268,17,-0.58,-0.36
268,18,-0.56,-0.37
268,19,-0.58,-0.4
268,20,-1.17,-0.51
268,21,-1.02,-0.56
268,22,-0.63,-0.63
268,23,-0.73,-0.48
268,24,1.34,0.33
268,25,0.22,-0.27
269,1,-0.5,0
269,2,-0.5,0
269,3,-0.5,0
269,4,-0.5,0
269,5,-0.5,0
269,6,-0.5,0
269,7,-0.41,-0.62
269,8,-0.72,-0.85
269,9,-0.48,-0.76
269,10,-0.49,-0.81
269,11,-0.05,3.74
269,12,-0.36,1.21
269,13,-0.49,-0.64
269,14,-0.4,0.08
269,15,-0.37,1.35
269,16,-0.38,0.73
269,17,-0.36,0.59
269,18,0.16,3.53
269,19,0.81,2.97
269,20,1.11,2.29
269,21,0.88,2.45
269,22,0.94,3.48
269,23,0.9,3.08
269,24,0.43,3.14
269,25,0.41,2.47
270,1,0,0
270,2,0,0
270,3,-1.0,0
270,4,-1.0,0
270,5,-1.0,0
270,6,-1.0,0
270,7,-1.0,0
270,8,-1.0,-0.33
270,9,-1.0,0
270,10,-1.0,-0.33
270,11,-1.0,-0.7
270,12,-1.0,-0.75
270,13,-1.01,-0.65
270,14,-1.0,0.33
270,15,-1.0,-0.61
270,16,-1.0,-0.29
270,17,-1.0,-0.36
270,18,-1.0,-0.37
270,19,-1.0,-0.25
270,20,-1.0,-0.31
270,21,-1.0,-0.48
270,22,-1.0,-0.6
270,23,-1.0,-0.42
270,24,-1.0,-0.48
270,25,-1.0,-0.36
271,1,0,0
271,2,0,0
271,3,0,0
271,4,0,0
271,5,0,0
271,6,0,0
271,7,0,0
271,8,0,0
271,9,0,0
271,10,0,0
271,11,-0.5,-0.27
271,12,-0.65,-0.29
271,13,-0.5,-0.32
271,14,-0.78,-0.44
271,15,-0.63,-0.43
271,16,-0.65,-0.35
271,17,-0.51,-0.34
271,18,-0.48,-0.25
271,19,-0.53,-0.31
271,20,-0.16,0.33
271,21,2.43,2.58
271,22,-0.05,0.69
271,23,-0.54,0.07
271,24,-0.52,0.15
271,25,-0.58,-0.35
272,1,0,0
272,2,0,0
272,3,0,0
272,4,0,0
272,5,0,0
272,6,0,0
272,7,0,0
272,8,0,0
272,9,0,0
272,10,0,-0.33
272,11,13.37,5.3
272,12,4.07,2.42
272,13,1.68,2.83
272,14,0.58,0.33
272,15,1.74,1.09
272,16,1.99,3.28
272,17,37.88,55.47
272,18,23.36,34.26
272,19,44.54,51.21
272,20,6.65,9.75
272,21,7.51,10.0
272,22,5.72,2.75
272,23,25.63,10.34
272,24,34.98,9.45
272,25,8.55,10.73
273,1,0,0
273,2,0,0
273,3,-0.5,0
273,4,-0.5,0
273,5,-0.5,0
273,6,-0.5,0
273,7,-0.5,0
273,8,-0.5,0
273,9,-0.5,0
273,10,-0.5,0
273,11,-0.5,-0.27
273,12,-0.5,-0.11
273,13,-0.49,1.22
273,14,-0.5,-0.44
273,15,-0.5,-0.17
273,16,-0.5,-0.35
273,17,-0.5,-0.34
273,18,-0.49,0.21
273,19,-0.5,0.02
273,20,-0.49,0.2
273,21,-0.49,1.69
273,22,-0.49,0.91
273,23,-0.49,0.39
273,24,-0.49,1.02
273,25,-0.5,-0.1
274,1,0,0
274,2,0,0
274,3,0,0
274,4,0,0
274,5,0,0
274,6,0,0
274,7,0,-0.25
274,8,-0.58,-0.4
274,9,1.67,0.31
274,10,7.96,1.79
274,11,57.12,8.67
274,12,1.68,2.85
274,13,3.25,1.13
274,14,5.62,3.7
274,15,2.53,4.38
274,16,3.11,7.1
274,17,5.69,5.45
274,18,2.28,1.21
274,19,14.35,2.56
274,20,11.2,3.52
274,21,11.85,2.36
274,22,9.28,4.36
274,23,2.98,3.38
274,24,2.34,3.62
274,25,2.68,2.69
275,1,0,0
275,2,0,0
275,3,0,0
275,4,0,0
275,5,0,0
275,6,0,0
275,7,-0.92,-1.06
275,8,0.12,0.67
275,9,-0.44,-0.87
275,10,-0.72,-1.0
275,11,0.5,-0.5
275,12,-0.11,-0.81
275,13,-0.43,-0.69
275,14,0.61,0.73
275,15,-0.48,-0.02
275,16,-0.4,-0.18
275,17,-0.23,-0.06
275,18,0.47,0.48
275,19,0.09,0.45
275,20,-0.34,-0.08
275,21,0.31,0.32
275,22,-0.04,0.09
275,23,-0.02,0.18
275,24,-0.12,0.18
275,25,-0.01,0.85
276,1,0,0
276,2,0,0
276,3,0,0
276,4,0,0
276,5,0,0
276,6,0,0
276,7,-1.15,-0.21
276,8,-0.91,-0.31
276,9,-0.33,-0.23
276,10,-0.46,-0.22
276,11,-0.36,-0.23
276,12,-0.52,-0.21
276,13,-1.38,-0.22
276,14,-0.59,-0.24
276,15,-0.46,-0.28
276,16,-0.16,-0.28
276,17,-0.18,-0.38
276,18,-0.66,-0.54
276,19,-0.74,-0.65
276,20,-0.62,-0.8
276,21,-0.36,-0.6
276,22,-0.42,-0.58
276,23,-0.16,-0.29
276,24,-0.07,-0.18
276,25,-0.2,-0.22
277,1,0,0
277,2,0,0
277,3,0,0
277,4,0,0
277,5,0,0
277,6,0,0
277,7,-0.48,-0.01
277,8,-0.63,-0.47
277,9,-0.72,-0.65
277,10,-0.88,-1.0
277,11,-0.15,-0.34
277,12,-0.47,-0.3
277,13,-1.03,-0.62
277,14,-1.13,-0.47
277,15,0.46,-0.07
277,16,-1.6,-0.56
277,17,-0.61,-0.53
277,18,-0.92,-0.58
277,19,-0.76,-0.54
277,20,-0.21,-0.65
277,21,-0.21,-0.5
277,22,-0.12,-0.49
277,23,-0.63,-0.53
277,24,-1.07,-0.56
277,25,-0.55,-0.46
278,1,0,0
278,2,0,0
278,3,0,0
278,4,0,0
278,5,0,0
278,6,0,0
278,7,-0.56,-0.39
278,8,-0.6,-0.37
278,9,-0.85,-0.72
278,10,1.47,0.44
278,11,-0.46,-0.5
278,12,-0.31,-0.12
278,13,-0.28,0.02
278,14,-0.29,-0.08
278,15,2.73,0.27
278,16,1.26,0.04
278,17,0.15,-0.37
278,18,0.09,-0.38
278,19,0.7,-0.27
278,20,-0.24,-0.55
278,21,1.09,-0.22
278,22,0.65,-0.4
278,23,2.58,-0.17
278,24,4.41,-0.02
278,25,1.04,-0.16
279,1,-0.58,0
279,2,-0.58,0
279,3,-0.58,0
279,4,-0.58,0
279,5,-0.58,0
279,6,-0.58,0
279,7,-0.58,1.49
279,8,-0.6,0.66
279,9,-0.55,3.57
279,10,-0.58,2.88
279,11,-0.59,1.31
279,12,-0.61,0.94
279,13,-0.6,1.19
279,14,-0.52,3.65
279,15,-0.5,6.76
279,16,-0.5,5.84
279,17,-0.53,3.46
279,18,-0.44,5.06
279,19,-0.4,4.77
279,20,-0.28,7.34
279,21,-0.33,7.14
279,22,-0.42,4.95
279,23,-0.5,2.17
279,24,-0.51,2.06
279,25,-0.53,1.88
280,1,0,0
280,2,0,0
280,3,0,0
280,4,0,0
280,5,0,0
280,6,0,0
280,7,-1.09,-0.6
280,8,0.25,-0.15
280,9,8.03,0.15
280,10,11.0,0.2
280,11,-0.37,-0.6
280,12,1.04,-0.38
280,13,34.3,-0.21
280,14,-0.16,-0.58
280,15,-2.17,-0.73
280,16,-1.06,-0.6
280,17,1.03,-0.29
280,18,-0.18,-0.45
280,19,-0.08,-0.51
280,20,-1.34,-0.74
280,21,-0.9,-0.54
280,22,-0.07,-0.41
280,23,-1.7,-0.51
280,24,-0.53,-0.52
280,25,-0.01,-0.24
281,1,0,0
281,2,0,0
281,3,0,0
281,4,0,0
281,5,0,0
281,6,0,0
281,7,-0.63,-0.39
281,8,0.15,-0.37
281,9,1.2,0.01
281,10,0.07,-0.58
281,11,-0.12,-0.6
281,12,-0.44,-0.39
281,13,-1.0,-0.64
281,14,0.0,-0.28
281,15,0.14,-0.2
281,16,2.32,-0.07
281,17,0.13,-0.39
281,18,-0.41,-0.37
281,19,-1.09,-0.51
281,20,-0.77,-0.61
281,21,-0.67,-0.47
281,22,-0.49,-0.45
281,23,-0.37,-0.4
281,24,-0.15,-0.36
281,25,-0.48,-0.43
282,1,0,0
282,2,0,0
282,3,0,0
282,4,0,0
282,5,0,0
282,6,0,0
282,7,-0.65,-0.42
282,8,-0.39,-0.37
282,9,-0.47,-0.53
282,10,-0.83,-0.61
282,11,-0.19,-0.34
282,12,0.26,-0.34
282,13,0.13,-0.36
282,14,0.07,-0.43
282,15,-0.6,-0.5
282,16,-0.44,-0.49
282,17,-0.98,-0.7
282,18,0.11,-0.58
282,19,-0.56,-0.69
282,20,-0.28,-0.56
282,21,0.53,-0.45
282,22,-0.74,-0.93
282,23,-0.5,-0.97
282,24,-0.22,-0.78
282,25,-0.35,-0.91
283,1,0,0
283,2,0,0
283,3,0,0
283,4,0,0
283,5,0,0
283,6,0,0
283,7,-0.77,-0.46
283,8,-0.22,-0.62
283,9,0.91,1.81
283,10,-0.55,-0.47
283,11,-2.13,-0.6
283,12,-0.41,-0.12
283,13,-1.05,-0.53
283,14,-1.12,-0.49
283,15,-0.97,-0.51
283,16,-1.05,-0.52
283,17,-1.16,-0.49
283,18,-1.02,-0.39
283,19,-1.04,-0.38
283,20,-0.85,-0.48
283,21,-0.92,-0.54
283,22,-0.93,-0.44
283,23,-0.98,-0.48
283,24,-1.15,-0.68
283,25,-1.38,-0.97
284,1,0,0
284,2,0,0
284,3,0,0
284,4,0,0
284,5,0,0
284,6,0,0
284,7,-0.45,-0.39
284,8,-0.44,-0.34
284,9,-0.15,-0.45
284,10,0.73,0.12
284,11,0.18,-0.39
284,12,-0.26,-0.57
284,13,-0.08,-0.11
284,14,-0.37,-0.53
284,15,-0.24,-0.43
284,16,-0.3,-0.39
284,17,-0.22,-0.36
284,18,-0.42,-0.46
284,19,-0.35,-0.44
284,20,-0.34,-0.47
284,21,-0.3,-0.32
284,22,-0.34,-0.43
284,23,-0.4,-0.46
284,24,-0.44,-0.47
284,25,-0.43,-0.45
285,1,0,0
285,2,0,0
285,3,0,0
285,4,0,0
285,5,0,0
285,6,0,0
285,7,-0.37,-0.56
285,8,0.69,-0.25
285,9,3.28,-0.3
285,10,-1.0,-0.6
285,11,-0.5,-0.52
285,12,-1.18,-0.86
285,13,-0.27,-0.55
285,14,-1.9,-0.63
285,15,0.7,-0.26
285,16,-0.16,-0.57
285,17,-1.43,-0.71
285,18,0.61,-0.45
285,19,1.06,-0.54
285,20,0.07,-0.47
285,21,-0.26,-0.64
285,22,-0.54,-0.69
285,23,-0.29,-0.58
285,24,0.08,-0.75
285,25,0.65,-0.58
286,1,0,0
286,2,0,0
286,3,0,0
286,4,0,0
286,5,0,0
286,6,0,0
286,7,0.79,0.15
286,8,-0.9,-0.7
286,9,-0.64,-0.67
286,10,-0.79,-0.6
286,11,-0.58,-0.68
286,12,-0.58,-0.72
286,13,-0.59,-0.61
286,14,-0.36,-0.47
286,15,-0.28,-0.37
286,16,-0.38,-0.49
286,17,-0.15,-0.21
286,18,-0.21,-0.32
286,19,-0.23,-0.47
286,20,0.3,-0.11
286,21,0.03,-0.26
286,22,-0.19,-0.42
286,23,0.58,0.25
286,24,-0.04,-0.35
286,25,-0.42,-0.54
287,1,0,0
287,2,0,0
287,3,0,0
287,4,0,0
287,5,0,0
287,6,0,0
287,7,0.15,2.23
287,8,0.01,1.47
287,9,-0.36,-0.25
287,10,-0.75,-0.67
287,11,4.04,1.25
287,12,1.31,0.81
287,13,0.15,0.18
287,14,0.69,0.45
287,15,0.0,0.01
287,16,-0.75,-0.43
287,17,-0.92,-0.57
287,18,-0.97,-0.53
287,19,-1.58,-0.54
287,20,-1.01,-0.68
287,21,-0.96,-0.46
287,22,-0.78,-0.45
287,23,-0.35,-0.43
287,24,-0.78,-0.5
287,25,0.12,-0.23
288,1,0,0
288,2,0,0
288,3,0,0
288,4,0,0
288,5,0,0
288,6,0,0
288,7,-0.48,-0.43
288,8,-0.86,-0.55
288,9,-0.34,-0.25
288,10,2.49,-0.16
288,11,-1.31,-0.82
288,12,-0.49,-0.49
288,13,-0.74,-0.6
288,14,-0.61,-0.56
288,15,0.05,-0.11
288,16,-0.6,-0.26
288,17,-0.8,-0.26
288,18,-0.68,-0.24
288,19,-0.93,-0.28
288,20,-0.71,-0.31
288,21,-1.03,-0.29
288,22,-0.88,-0.3
288,23,-0.94,-0.27
288,24,-0.75,-0.24
288,25,-0.65,-0.22
289,1,-0.38,0
289,2,-0.38,0
289,3,-0.38,0
289,4,-0.38,0
289,5,-0.38,0
289,6,-0.38,0
289,7,-0.39,-0.25
289,8,-0.38,-0.3
289,9,-0.38,-0.31
289,10,-0.36,-0.27
289,11,-0.34,-0.3
289,12,-0.37,-0.32
289,13,-0.38,-0.35
289,14,-0.4,-0.39
289,15,-0.38,-0.4
289,16,-0.38,-0.42
289,17,-0.38,-0.43
289,18,-0.37,-0.44
289,19,-0.37,-0.45
289,20,-0.39,-0.52
289,21,-0.37,-0.57
289,22,-0.39,-0.69
289,23,-0.41,-0.66
289,24,-0.41,-0.64
289,25,-0.45,-0.69
290,1,0,0
290,2,0,0
290,3,0,0
290,4,0,0
290,5,0,0
290,6,0,0
290,7,-1.0,-0.35
290,8,-0.58,-0.31
290,9,-0.59,-0.42
290,10,-0.6,-0.55
290,11,-0.14,-0.14
290,12,-0.16,0.23
290,13,-0.36,-0.12
290,14,0.54,1.97
290,15,0.97,2.21
290,16,-0.62,-0.35
290,17,-0.69,0.05
290,18,-0.92,-0.23
290,19,-0.96,0.0
290,20,-0.75,0.59
290,21,-0.92,0.09
290,22,-0.96,-0.12
290,23,-1.04,-0.49
290,24,-1.22,-0.65
290,25,-0.83,-0.67
291,1,0,0
291,2,0,0
291,3,0,0
291,4,0,0
291,5,0,0
291,6,0,0
291,7,-1.02,-0.6
291,8,-0.46,0.06
291,9,-0.97,-0.66
291,10,-0.73,-0.67
291,11,-1.1,-1.23
291,12,-1.63,-1.22
291,13,-1.43,-0.82
291,14,-1.32,-1.1
291,15,-1.0,-0.63
291,16,-0.58,-0.46
291,17,-0.55,-0.49
291,18,-0.59,-0.23
291,19,-0.69,-0.65
291,20,-0.63,-0.31
291,21,-0.33,0.33
291,22,-0.58,0.32
291,23,-0.62,0.24
291,24,-0.57,0.02
291,25,-0.21,0.02
292,1,0,0
292,2,0,0
292,3,0,0
292,4,0,0
292,5,0,0
292,6,0,0
292,7,-0.43,-0.05
292,8,-0.47,-0.09
292,9,-0.47,-0.12
292,10,-0.47,-0.11
292,11,-0.46,-0.09
292,12,-0.36,0.12
292,13,-0.46,-0.12
292,14,-0.42,-0.06
292,15,-0.42,-0.13
292,16,-0.43,-0.17
292,17,-0.31,-0.04
292,18,-0.26,0.0
292,19,-0.27,-0.06
292,20,-0.12,0.04
292,21,-0.26,-0.08
292,22,-0.17,-0.06
292,23,-0.21,-0.12
292,24,-0.14,-0.06
292,25,-0.09,-0.02
293,1,0,0
293,2,0,0
293,3,0,0
293,4,0,0
293,5,0,0
293,6,0,0
293,7,-0.7,-0.37
293,8,-0.74,-0.45
293,9,-4.88,-0.55
293,10,-0.64,-0.79
293,11,-0.97,-0.74
293,12,-0.35,-0.62
293,13,2.02,-0.5
293,14,-0.32,-0.52
293,15,-1.19,-0.63
293,16,-0.82,-0.88
293,17,-0.78,-0.71
293,18,-0.69,-0.58
293,19,-0.82,-0.6
293,20,-0.29,-0.41
293,21,-0.6,-0.67
293,22,-0.45,-0.52
293,23,-0.8,-0.55
293,24,-0.83,-0.5
293,25,-1.02,-0.54
294,1,0,0
294,2,0,0
294,3,0,0
294,4,0,0
294,5,0,0
294,6,0,0
294,7,1.97,0.02
294,8,103.9,23.33
294,9,26.42,9.36
294,10,3.06,1.96
294,11,2.27,2.95
294,12,5.31,6.29
294,13,1.2,1.77
294,14,2.85,4.78
294,15,1.83,4.06
294,16,14.74,18.29
294,17,5.31,14.95
294,18,3.0,13.49
294,19,2.9,14.98
294,20,1.63,7.45
294,21,0.75,5.26
294,22,0.53,3.81
294,23,0.01,1.82
294,24,-0.22,0.79
294,25,-0.41,0.38
295,1,0,0
295,2,0,0
295,3,0,0
295,4,0,0
295,5,0,0
295,6,0,0
295,7,-0.5,-0.25
295,8,5.85,8.45
295,9,-0.06,0.52
295,10,0.08,2.42
295,11,-0.23,0.12
295,12,1.04,0.04
295,13,-1.08,-0.6
295,14,-0.45,-0.27
295,15,-1.1,-1.0
295,16,-0.33,-0.11
295,17,0.55,-0.17
295,18,-0.36,0.38
295,19,-0.2,0.28
295,20,-0.55,-0.51
295,21,-0.85,-0.61
295,22,-0.35,-0.01
295,23,-0.93,-0.57
295,24,1.16,-0.08
295,25,-1.02,-0.57
296,1,0,0
296,2,0,0
296,3,0,0
296,4,0,0
296,5,0,0
296,6,0,0
296,7,0,-0.2
296,8,-0.46,-0.3
296,9,0,-0.3
296,10,0.46,-0.22
296,11,-0.83,-0.54
296,12,-0.8,-0.59
296,13,-0.7,-0.85
296,14,-0.29,-0.36
296,15,-0.45,-0.48
296,16,-0.33,-0.29
296,17,-0.47,-0.47
296,18,-0.48,-0.36
296,19,-0.45,-0.36
296,20,-0.56,-0.34
296,21,-0.62,-0.4
296,22,-0.63,-0.41
296,23,-0.55,-0.32
296,24,-0.57,-0.45
296,25,-0.53,-0.38
297,1,-0.41,0
297,2,-0.41,0
297,3,-0.41,0
297,4,-0.41,0
297,5,-0.41,0
297,6,-0.41,0
297,7,-0.35,1.62
297,8,-0.36,1.94
297,9,-0.4,1.42
297,10,-0.37,2.49
297,11,-0.4,2.92
297,12,-0.37,6.96
297,13,-0.38,6.35
297,14,-0.38,7.78
297,15,-0.36,9.47
297,16,-0.37,5.73
297,17,-0.35,3.75
297,18,-0.34,2.54
297,19,-0.33,1.26
297,20,-0.31,0.93
297,21,-0.37,0.29
297,22,-0.37,0.19
297,23,-0.34,0.27
297,24,-0.35,0.38
297,25,-0.35,0.57
298,1,0,0
298,2,0,0
298,3,0,0
298,4,0,0
298,5,0,0
298,6,0,0
298,7,-0.69,-0.63
298,8,-1.18,-1.05
298,9,-1.07,-1.14
298,10,0.52,0.04
298,11,1.04,0.07
298,12,1.04,0.12
298,13,-0.32,-0.55
298,14,1.23,0.32
298,15,-0.1,-0.54
298,16,0.6,0.12
298,17,1.15,0.08
298,18,1.46,0.45
298,19,4.37,1.12
298,20,2.01,0.5
298,21,1.73,0.04
298,22,2.86,0.39
298,23,0.83,-0.19
298,24,2.18,0.32
298,25,0.36,-0.02
299,1,-0.5,0
299,2,-0.5,0
299,3,-0.5,0
299,4,-0.5,0
299,5,-0.5,0
299,6,-0.5,0
299,7,-0.52,0.09
299,8,-0.48,1.83
299,9,-0.49,2.41
299,10,-0.49,1.1
299,11,-0.49,2.55
299,12,-0.49,2.35
299,13,-0.49,3.49
299,14,-0.5,2.44
299,15,-0.47,5.31
299,16,-0.43,7.99
299,17,-0.38,6.41
299,18,-0.36,3.73
299,19,-0.37,1.35
299,20,-0.4,0.59
299,21,-0.35,0.52
299,22,-0.36,0.42
299,23,-0.38,0.41
299,24,-0.38,0.66
299,25,-0.42,0.68
300,1,0,0
300,2,0,0
300,3,0,0
300,4,0,0
300,5,0,0
300,6,0,0
300,7,-0.78,-0.39
300,8,-0.41,-0.37
300,9,2.19,0.54
300,10,0.64,1.25
300,11,-0.02,0.24
300,12,0.51,0.63
300,13,-0.22,-0.25
300,14,2.06,0.29
300,15,1.07,0.07
300,16,-0.54,-0.25
300,17,-1.21,-0.52
300,18,-0.72,-0.28
300,19,-0.28,0.05
300,20,-0.03,0.31
300,21,-0.3,0.07
300,22,-0.36,-0.04
300,23,-0.03,-0.03
300,24,-0.2,-0.26
300,25,-0.24,-0.29
301,1,0,0
301,2,0,0
301,3,0,0
301,4,0,0
301,5,0,0
301,6,0,0
301,7,0,-0.23
301,8,0.35,-0.24
301,9,14.14,-0.18
301,10,1.4,-0.19
301,11,-0.81,-0.25
301,12,-0.33,-0.27
301,13,-1.16,-0.25
301,14,-2.84,-0.28
301,15,0.03,-0.31
301,16,-0.74,-0.37
301,17,-0.27,-0.36
301,18,-0.62,-0.4
301,19,0.24,-0.28
301,20,-0.17,-0.33
301,21,-0.45,-0.34
301,22,0.53,-0.13
301,23,-0.41,-0.38
301,24,0.09,-0.31
301,25,-0.54,-0.45
302,1,0,0
302,2,0,0
302,3,0,0
302,4,0,0
302,5,0,0
302,6,0,0
302,7,-0.72,-0.25
302,8,-0.72,-0.4
302,9,0.06,1.41
302,10,-0.5,0.07
302,11,-1.14,-0.6
302,12,-0.87,-0.61
302,13,0.18,0.13
302,14,-0.51,-0.41
302,15,0.55,1.3
